2.800000	1.837177	2.946984	2.456594
2.900000	1.869700	2.915590	2.344605
3.000000	1.897263	2.870515	2.349896
3.100000	1.920725	2.935463	2.328027
3.200000	1.965407	2.912998	2.264006
3.300000	2.005185	2.912433	2.188880
3.400000	2.033061	2.919095	2.097809
3.500000	2.048424	2.926525	1.992250
3.600000	2.051679	2.930769	1.879647
3.700000	2.044409	2.926952	1.768334
3.800000	2.031299	2.909570	1.663288
3.900000	2.017841	2.875156	1.565329
4.000000	2.008043	2.823675	1.472807
4.100000	2.003950	2.757806	1.384203
4.200000	2.006314	2.680708	1.299614
4.300000	2.015782	2.594335	1.220219
4.400000	2.033473	2.499583	1.146841
4.500000	2.060576	2.397379	1.079182
4.600000	2.097833	2.289184	1.016183
4.700000	2.145488	2.176626	0.956843
4.800000	2.203483	2.061000	0.900728
4.900000	2.271521	1.943254	0.847949
5.000000	2.348958	1.824282	0.798887
5.100000	2.434706	1.705091	0.754008
5.200000	2.527280	1.586671	0.713814
5.300000	2.624928	1.469768	0.678849
5.400000	2.725778	1.354811	0.649670
5.500000	2.827972	1.242023	0.626782
5.600000	2.929768	1.131573	0.610564
5.700000	3.029577	1.023679	0.601245
5.800000	3.125945	0.918711	0.598921
5.900000	3.217581	0.817333	0.603567
6.000000	3.303402	0.720616	0.615017
6.100000	3.382551	0.630017	0.632933
6.200000	3.454392	0.547209	0.656809
6.300000	3.518494	0.473833	0.686009
6.400000	3.310312	0.414888	0.744371
6.500000	3.314446	0.255958	0.889921
6.600000	3.153320	0.268300	0.909250
6.700000	3.019326	0.167552	1.042759
6.800000	2.885945	0.139379	1.110366
6.900000	2.759376	0.109260	1.184981
7.000000	2.631830	0.088734	1.257242
7.100000	2.503225	0.083158	1.324428
7.200000	2.375761	0.097254	1.386209
7.300000	2.251799	0.135665	1.443266
7.400000	2.135194	0.202240	1.495973
7.500000	2.031298	0.298840	1.544528
7.600000	1.945264	0.424807	1.589393
7.700000	1.880901	0.576518	1.631526
7.800000	1.840143	0.747065	1.672118
7.900000	1.822857	0.926242	1.712108
8.000000	1.827196	1.101081	1.751843
8.100000	1.850304	1.257357	1.790978
8.200000	1.888974	1.382068	1.828516
8.300000	1.940182	1.466261	1.862912
8.400000	2.001471	1.507085	1.892217
8.500000	2.071037	1.507977	1.914268
8.600000	2.147478	1.476968	1.926914
8.700000	2.229600	1.423940	1.928215
8.800000	2.316643	1.357917	1.916487
8.900000	2.408717	1.285382	1.890278
9.000000	2.506802	1.210006	1.848582
9.100000	2.612014	1.133395	1.791422
9.200000	2.724570	1.056288	1.720454
9.300000	2.843218	0.979506	1.638953
9.400000	2.965454	0.904288	1.550957
9.500000	3.088279	0.832158	1.460094
9.600000	3.208969	0.764698	1.368903
9.700000	3.325476	0.703410	1.279027
9.800000	3.436393	0.649631	1.191903
9.900000	3.540705	0.604454	1.109233
10.000000	3.637589	0.568658	1.032846
10.100000	3.726378	0.542708	0.964269
10.200000	3.806606	0.526783	0.904543
10.300000	3.878014	0.520800	0.854371
10.400000	3.940497	0.524406	0.814220
10.500000	3.994084	0.536994	0.784077
10.600000	4.038931	0.557767	0.763119
10.700000	4.075282	0.585814	0.749658
10.800000	4.103414	0.620166	0.741313
10.900000	4.123591	0.659818	0.735189
11.000000	4.136078	0.703786	0.728131
11.100000	4.141173	0.751180	0.717213
11.200000	4.139246	0.801269	0.700328
11.300000	4.130755	0.853464	0.676561
11.400000	4.116250	0.907281	0.646278
11.500000	4.096343	0.962337	0.610977
11.600000	4.071670	1.018354	0.572924
11.700000	4.042868	1.075141	0.534620
11.800000	4.010547	1.132522	0.498277
11.900000	3.975291	1.190291	0.465517
12.000000	3.937640	1.248187	0.437331
12.100000	3.898094	1.305894	0.414164
12.200000	3.857110	1.363035	0.396052
12.300000	3.815115	1.419164	0.382740
12.400000	3.772508	1.473770	0.373773
12.500000	3.729657	1.526304	0.368567
12.600000	3.686903	1.576195	0.366511
12.700000	3.488783	1.571641	0.391170
12.800000	3.321038	1.674500	0.459134
12.900000	3.156550	1.763654	0.643856
13.000000	2.978458	1.795407	0.636933
13.100000	2.816769	1.856717	0.714285
13.200000	2.671056	1.920281	0.777028
13.300000	2.541343	1.989541	0.839302
13.400000	2.423459	2.060557	0.905765
13.500000	2.318626	2.128707	0.978666
13.600000	2.228843	2.192215	1.056816
13.700000	2.152651	2.251530	1.135969
13.800000	2.087925	2.307453	1.210774
13.900000	2.033777	2.360376	1.277624
14.000000	1.989364	2.410475	1.335829
14.100000	1.953198	2.458345	1.386561
14.200000	1.924043	2.505251	1.430932
14.300000	1.901670	2.552588	1.469295
14.400000	1.886432	2.601126	1.502297
14.500000	1.878098	2.650788	1.532087
14.600000	1.874931	2.700880	1.561747
14.700000	1.873835	2.750421	1.592866
14.800000	1.871713	2.798571	1.623206
14.900000	1.867138	2.845058	1.646711
15.000000	1.860906	2.890019	1.656393
15.100000	1.854979	2.933067	1.648319
15.200000	1.850705	2.972418	1.624125
15.300000	1.847636	3.004923	1.590453
15.400000	1.843679	3.026912	1.555782
15.500000	1.836271	3.035262	1.526732
15.600000	1.823709	3.028291	1.505893
15.700000	1.805836	3.006211	1.492000
15.800000	1.783834	2.970976	1.481898
15.900000	1.759481	2.925686	1.472825
16.000000	1.734432	2.873901	1.463705
16.100000	1.709890	2.819137	1.455030
16.200000	1.686641	2.764595	1.447936
16.300000	1.665225	2.713000	1.443373
16.400000	1.646057	2.666461	1.441798
16.500000	1.629443	2.626340	1.443338
16.600000	1.615542	2.593223	1.448086
16.700000	1.604344	2.567044	1.456233
16.800000	1.595706	2.547271	1.467958
16.900000	1.589403	2.533045	1.483258
17.000000	1.585175	2.523253	1.501934
17.100000	1.582741	2.516594	1.523731
17.200000	1.581798	2.511708	1.548428
17.300000	1.582036	2.507318	1.575797
17.400000	1.583164	2.502323	1.605506
17.500000	1.584930	2.495788	1.637135
17.600000	1.587131	2.486926	1.670267
17.700000	1.589612	2.475085	1.704538
17.800000	1.592268	2.459781	1.739614
17.900000	1.595040	2.440717	1.775158
18.000000	1.597924	2.417791	1.810837
18.100000	1.600956	2.391083	1.846364
18.200000	1.604209	2.360846	1.881498
18.300000	1.607780	2.327490	1.916026
18.400000	1.611781	2.291560	1.949748
18.500000	1.616331	2.253707	1.982481
18.600000	1.621546	2.214638	2.014062
18.700000	1.627530	2.175071	2.044352
18.800000	1.634368	2.135683	2.073231
18.900000	1.642111	2.097081	2.100595
19.000000	1.650775	2.059779	2.126364
19.100000	1.660338	2.024184	2.150490
19.200000	1.670730	1.990592	2.172970
19.300000	1.681837	1.959191	2.193847
19.400000	1.693497	1.930070	2.213220
19.500000	1.705499	1.903233	2.231236
19.600000	1.717593	1.878627	2.248081
19.700000	1.729490	1.856158	2.263967
19.800000	1.740876	1.835701	2.279109
19.900000	1.751415	1.817108	2.293706
20.000000	1.760767	1.800204	2.307908
20.100000	1.768599	1.784795	2.321778
20.200000	1.774601	1.770672	2.335271
20.300000	1.778503	1.757608	2.348216
20.400000	1.780094	1.745363	2.360312
20.500000	1.779231	1.733682	2.371137
20.600000	1.775853	1.722310	2.380174
20.700000	1.769986	1.711015	2.386848
20.800000	1.761743	1.699604	2.390580
20.900000	1.751314	1.687961	2.390846
21.000000	1.738957	1.676063	2.387241
21.100000	1.724980	1.664011	2.379538
21.200000	1.709723	1.652036	2.367740
21.300000	1.693542	1.640493	2.352109
21.400000	1.676796	1.629839	2.333171
21.500000	1.659839	1.620591	2.311694
21.600000	1.643015	1.613281	2.288635
21.700000	1.626659	1.608406	2.265068
21.800000	1.611098	1.606387	2.242084
21.900000	1.596644	1.607532	2.220706
22.000000	1.583597	1.612021	2.201798
22.100000	1.572231	1.619891	2.186001
22.200000	1.562785	1.631047	2.173691
22.300000	1.555452	1.645270	2.164974
22.400000	1.550369	1.662232	2.159697
22.500000	1.547607	1.681522	2.157493
22.600000	1.547171	1.702664	2.157833
22.700000	1.548995	1.725140	2.160081
22.800000	1.552952	1.748414	2.163553
